index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
27,GASPRSCRO,Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,0.00,0.00000,,,,,
28,GASPRSCRO,Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,1.83,1.83486,,,,,
29,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,1.83,1.83486,,,,,CRO
30,GASPTIAZM,Number of isolates tested for azithromycin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,89,89.00000,,,,,
31,GASPTIAZM,Number of isolates tested for azithromycin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,76,76.00000,,,,,
32,GASPTIAZM,Number of isolates tested for azithromycin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,113,113.00000,,,,,
33,GASPTIAZM,Number of isolates tested for azithromycin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,177,177.00000,,,,,
34,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,40,40.00000,,,,,
35,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,59,59.00000,,,,,
36,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,34,34.00000,,,,,
37,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,23,23.00000,,,,,
38,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,127,127.00000,,,,,
39,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,76,76.00000,,,,,
40,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,112,112.00000,,,,,
41,GASPTICIP,Number of isolates tested for ciprofloxacin,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,179,179.00000,,,,,
42,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,59,59.00000,,,,,
43,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,160,160.00000,,,,,
44,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,34,34.00000,,,,,
45,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,23,23.00000,,,,,
46,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,129,129.00000,,,,,
47,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,71,71.00000,,,,,
48,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,94,94.00000,,,,,
49,GASPTICRO,Number of isolates tested for ceftriaxone,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,109,109.00000,,,,,
50,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,109,109.00000,,,,,CRO
51,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,0.00,0.00000,,,,,CRO
52,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,0.00,0.00000,,,,,CRO
53,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,0.00,0.00000,,,,,CRO
54,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,0.00,0.00000,,,,,CRO
55,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,0.00,0.00000,,,,,CRO
56,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,0.00,0.00000,,,,,CRO
57,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5550,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,0.00,0.00000,,,,,CRO
58,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,23,23.00000,,,,,CRO
59,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,34,34.00000,,,,,CRO
60,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,59,59.00000,,,,,CRO
61,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,71,71.00000,,,,,CRO
62,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,94,94.00000,,,,,CRO
63,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,129,129.00000,,,,,CRO
64,GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,http://apps.who.int/gho/data/node.wrapper.imr?x-id=5551,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,160,160.00000,,,,,CRO
