index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
10,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,WB_LMI,2001,2001,Lower-middle-income,,PHL,Philippines,,107133,107133.00000,,,,,
11,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,WB_LMI,2002,2002,Lower-middle-income,,PHL,Philippines,,118408,118408.00000,,,,,
12,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,130530,130530.00000,,,,,
13,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,,137100,137100.00000,,,,,
14,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,147305,147305.00000,,,,,
15,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,140588,140588.00000,,,,,
16,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,139603,139603.00000,,,,,
17,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,146565,146565.00000,,,,,
18,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,166323,166323.00000,,,,,
19,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1991.0,1991,,WPR,Western Pacific,,WB_LMI,1991,1991,Lower-middle-income,,PHL,Philippines,,207371,207371.00000,,,,,
20,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,WB_LMI,1994,1994,Lower-middle-income,,PHL,Philippines,,180044,180044.00000,,,,,
21,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,WB_LMI,1997,1997,Lower-middle-income,,PHL,Philippines,,195767,195767.00000,,,,,
22,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,PHL,Philippines,,119914,119914.00000,,,,,
23,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,WB_LMI,2003,2003,Lower-middle-income,,PHL,Philippines,,132759,132759.00000,,,,,
24,TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,195560,195560.00000,,,,,
25,SA_0000001519,Minimum legal drinking age,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2343,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,18,18.00000,,,,,
26,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,WB_LMI,1995,1995,Lower-middle-income,,PHL,Philippines,,140702,140702.00000,,,,,
27,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,WB_LMI,1996,1996,Lower-middle-income,,PHL,Philippines,,154578,154578.00000,,,,,
28,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,WB_LMI,1998,1998,Lower-middle-income,,PHL,Philippines,,71605,71605.00000,,,,,
29,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,WB_LMI,1999,1999,Lower-middle-income,,PHL,Philippines,,60260,60260.00000,,,,,
30,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,WB_LMI,2001,2001,Lower-middle-income,,PHL,Philippines,,42413,42413.00000,,,,,
31,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,WB_LMI,2002,2002,Lower-middle-income,,PHL,Philippines,,47520,47520.00000,,,,,
32,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,47937,47937.00000,,,,,
33,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,,50347,50347.00000,,,,,
34,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,55964,55964.00000,,,,,
35,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,49422,49422.00000,,,,,
36,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,49916,49916.00000,,,,,
37,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,52041,52041.00000,,,,,
38,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,72440,72440.00000,,,,,
39,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,115263,115263.00000,,,,,
40,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,WB_LMI,1997,1997,Lower-middle-income,,PHL,Philippines,,103273,103273.00000,,,,,
41,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,PHL,Philippines,,52858,52858.00000,,,,,
42,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,WB_LMI,2003,2003,Lower-middle-income,,PHL,Philippines,,55942,55942.00000,,,,,
43,TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,96529,96529.00000,,,,,
44,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,WB_LMI,1995,1995,Lower-middle-income,,PHL,Philippines,,10,10.00000,,,,,
45,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,WB_LMI,2002,2002,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
46,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
47,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
48,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
49,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
50,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
51,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
52,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
53,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
54,TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,WB_LMI,1997,1997,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
55,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
56,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
57,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
58,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
59,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
60,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
61,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
62,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
63,TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
64,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,WB_LMI,1996,1996,Lower-middle-income,,PHL,Philippines,,12,12.00000,,,,,
65,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,79,79.00000,,,,,
66,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,74,74.00000,,,,,
67,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,479,479.00000,,,,,
68,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,522,522.00000,,,,,
69,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,585,585.00000,,,,,
70,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,566,566.00000,,,,,
71,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,591,591.00000,,,,,
72,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,WB_LMI,2003,2003,Lower-middle-income,,PHL,Philippines,,509,509.00000,,,,,
73,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,466,466.00000,,,,,
74,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,WB_LMI,1996,1996,Lower-middle-income,,PHL,Philippines,,6,6.00000,,,,,
75,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,52,52.00000,,,,,
76,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,535,535.00000,,,,,
77,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,720,720.00000,,,,,
78,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,804,804.00000,,,,,
79,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,914,914.00000,,,,,
80,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,1246,1246.00000,,,,,
81,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,900,900.00000,,,,,
82,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,WB_LMI,1996,1996,Lower-middle-income,,PHL,Philippines,,18,18.00000,,,,,
83,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,WB_LMI,2002,2002,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
84,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,786,786.00000,,,,,
85,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,974,974.00000,,,,,
86,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,5047,5047.00000,,,,,
87,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,5213,5213.00000,,,,,
88,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,6586,6586.00000,,,,,
89,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,11698,11698.00000,,,,,
90,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,WB_LMI,2003,2003,Lower-middle-income,,PHL,Philippines,,1094,1094.00000,,,,,
91,TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,9162,9162.00000,,,,,
92,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,WB_LMI,1994,1994,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
93,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,WB_LMI,1995,1995,Lower-middle-income,,PHL,Philippines,,60,60.00000,,,,,
94,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,WB_LMI,1996,1996,Lower-middle-income,,PHL,Philippines,,35,35.00000,,,,,
95,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,WB_LMI,1997,1997,Lower-middle-income,,PHL,Philippines,,78,78.00000,,,,,
96,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,WB_LMI,1998,1998,Lower-middle-income,,PHL,Philippines,,71,71.00000,,,,,
97,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,WB_LMI,1999,1999,Lower-middle-income,,PHL,Philippines,,87,87.00000,,,,,
